File,Whale apex (m),Whale offset (m),Start time (s),Whale side
/Volumes/CCB/projects/2022_CLOCCB_OR_S1113/OOI/DASData/OptaSense/North_C3/North-C3-HF-P1kHz-GL30m-Sp2m_2021-11-02T095315Z.h5,48680,436,9.45,either
